Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,predicted_label,predicted_distance,predicted_similarity,topk_labels,topk_distances,topk_similarities
4382034,EX600-DXPD DIG IN PNP 16 IN M12 CON,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ex600 dxpd dig in pnp 16 in m12 con,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6618213176727297,0.33817868232727033,"Automation Mechanical, Gasses, Tools","0.6618, 0.6771, 0.7268","0.3382, 0.3229, 0.2732"
4556576,"VP542-5D1-03A VALVE, SOL",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vp542 5d1 03a valve sol,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.631879472732544,0.36812052726745603,"Gasses, Automation Mechanical, Tools","0.6319, 0.6336, 0.7201","0.3681, 0.3664, 0.2799"
4557237,"VS8-1-A03-X11-XG SUBPLATE, VSR/S8-6 ISO",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vs8 1 a03 x11 xg subplate vsr s8 6 iso,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6579934000968934,0.34200659990310656,"Automation Mechanical, Gasses, Tools","0.6580, 0.6677, 0.7327","0.3420, 0.3323, 0.2673"
4558731,"AS3200-N03-ST SPEED CONTROLLER, ONE",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3200 n03 st speed controller one,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6185947537422181,0.38140524625778194,"Automation Mechanical, Gasses, Tools","0.6186, 0.6791, 0.7185","0.3814, 0.3209, 0.2815"
4576383,"SY7120-5YO-02T VALVE, SOL",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sy7120 5yo 02t valve sol,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6184394240379334,0.3815605759620666,"Automation Mechanical, Gasses, Tools","0.6184, 0.6475, 0.7203","0.3816, 0.3525, 0.2797"
4775412,AS3002F-10 SPEED CONTROLLER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3002f 10 speed controller,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6243772387504578,0.3756227612495422,"Automation Mechanical, Gasses, Tools","0.6244, 0.6827, 0.7199","0.3756, 0.3173, 0.2801"
4781422,RDP-BV-KIT SS VALVE ASSEMBLY,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,rdp bv kit ss valve assembly,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6220256567001343,0.3779743432998657,"Automation Mechanical, Gasses, Tools","0.6220, 0.6380, 0.7124","0.3780, 0.3620, 0.2876"
4785526,"AS2052F-08 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as2052f 08 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6260672688484192,0.37393273115158077,"Automation Mechanical, Gasses, Tools","0.6261, 0.6786, 0.7178","0.3739, 0.3214, 0.2822"
4872474,R162211420 B.RUNNER BLOCK CS,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,r162211420 b runner block cs,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6508720755577089,0.3491279244422911,"Automation Mechanical, Gasses, Tools","0.6509, 0.6806, 0.7350","0.3491, 0.3194, 0.2650"
4896300,"AS2052F-06 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as2052f 06 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6265979886054993,0.3734020113945007,"Automation Mechanical, Gasses, Tools","0.6266, 0.6791, 0.7164","0.3734, 0.3209, 0.2836"
4896309,"AS4002F-13 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as4002f 13 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6257977485656738,0.37420225143432617,"Automation Mechanical, Gasses, Tools","0.6258, 0.6745, 0.7160","0.3742, 0.3255, 0.2840"
4897052,"SY5120-5DZE-01T VALVE, SGL SOL, BODY",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sy5120 5dze 01t valve sgl sol body,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.630269742012024,0.369730257987976,"Automation Mechanical, Gasses, Tools","0.6303, 0.6640, 0.7126","0.3697, 0.3360, 0.2874"
5047787,B1.5-20-SIT   VACUUM CUP,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,b1 5 20 sit vacuum cup,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.6407768011093139,0.3592231988906861,"Gasses, Automation Mechanical, Tools","0.6408, 0.6505, 0.7236","0.3592, 0.3495, 0.2764"
5066784,CF1P-210B GAUGE  0-3000 PSI,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,cf1p 210b gauge 0 3000 psi,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.6301247000694276,0.36987529993057244,"Gasses, Automation Mechanical, Tools","0.6301, 0.6482, 0.7203","0.3699, 0.3518, 0.2797"
5225012,"AS3002F-12 SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3002f 12 speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6289273500442505,0.3710726499557495,"Automation Mechanical, Gasses, Tools","0.6289, 0.6754, 0.7158","0.3711, 0.3246, 0.2842"
5225192,"CDQ2A32-100DZ COMPACT CYLINDER, CQ2-Z",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,cdq2a32 100dz compact cylinder cq2 z,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.6333598852157593,0.36664011478424074,"Gasses, Automation Mechanical, Tools","0.6334, 0.6497, 0.7237","0.3666, 0.3503, 0.2763"
5334400,B1.5-33-SIT-CUP,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,b1 5 33 sit cup,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.6672432780265808,0.3327567219734192,"Gasses, Automation Mechanical, Tools","0.6672, 0.6703, 0.7451","0.3328, 0.3297, 0.2549"
5434685,306269,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,306269,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6690324425697327,0.3309675574302673,"Automation Mechanical, Gasses, Tools","0.6690, 0.6806, 0.7364","0.3310, 0.3194, 0.2636"
5624579,AR25-N03H-Z-A REGULATOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ar25 n03h z a regulator,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.6246310710906983,0.37536892890930174,"Gasses, Automation Mechanical, Tools","0.6246, 0.6550, 0.7133","0.3754, 0.3450, 0.2867"
5624708,AW30-N03-Z-A FILTER/REGULATOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,aw30 n03 z a filter regulator,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.642216145992279,0.35778385400772095,"Gasses, Automation Mechanical, Tools","0.6422, 0.6504, 0.7303","0.3578, 0.3496, 0.2697"
5754523,R422001317 CCI-DA-050-0030-0071224110000,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,r422001317 cci da 050 0030 0071224110000,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6533187866210938,0.34668121337890623,"Automation Mechanical, Gasses, Tools","0.6533, 0.6611, 0.7258","0.3467, 0.3389, 0.2742"
5758303,B5.10.01AB CUP,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,b5 10 01ab cup,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.658367931842804,0.34163206815719604,"Automation Mechanical, Gasses, Tools","0.6584, 0.6719, 0.7386","0.3416, 0.3281, 0.2614"
5812546,"KQ2H08-U03A FITTING, MALE CONNECTOR",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kq2h08 u03a fitting male connector,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6504160523414613,0.34958394765853873,"Automation Mechanical, Gasses, Tools","0.6504, 0.6588, 0.7245","0.3496, 0.3412, 0.2755"
6160075,AS2211F-N02-09SA SPEED CONTROLLER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as2211f n02 09sa speed controller,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6395361423492432,0.36046385765075684,"Automation Mechanical, Gasses, Tools","0.6395, 0.6760, 0.7269","0.3605, 0.3240, 0.2731"
6228288,"94403 3"" PISTON",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,94403 3 piston,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6328544855117799,0.3671455144882201,"Automation Mechanical, Gasses, Tools","0.6329, 0.6363, 0.7012","0.3671, 0.3637, 0.2988"
6606272,EX600-ED3-X2   END PLATE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ex600 ed3 x2 end plate,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6384668588638307,0.3615331411361693,"Automation Mechanical, Gasses, Tools","0.6385, 0.6625, 0.7017","0.3615, 0.3375, 0.2983"
6768729,"EX600-SEN3 ETHERNET/IP, PNP 2 PORT",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ex600 sen3 ethernet ip pnp 2 port,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6585753321647645,0.3414246678352355,"Automation Mechanical, Gasses, Tools","0.6586, 0.6898, 0.7331","0.3414, 0.3102, 0.2669"
6870602,9522-2R SWING CLAMP RH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,9522 2r swing clamp rh,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.654426634311676,0.345573365688324,"Automation Mechanical, Gasses, Tools","0.6544, 0.6660, 0.7039","0.3456, 0.3340, 0.2961"
6938651,VQC4201-51 VQC VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vqc4201 51 vqc valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.639785659313202,0.36021434068679803,"Automation Mechanical, Gasses, Tools","0.6398, 0.6421, 0.7384","0.3602, 0.3579, 0.2616"
6962657,VQC4101-51 VQC VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vqc4101 51 vqc valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6396089196205139,0.3603910803794861,"Automation Mechanical, Gasses, Tools","0.6396, 0.6429, 0.7380","0.3604, 0.3571, 0.2620"
6988705,R900423724 DBDS 6 K1X/200,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,r900423724 dbds 6 k1x 200,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6472466588020325,0.35275334119796753,"Automation Mechanical, Gasses, Tools","0.6472, 0.6527, 0.7164","0.3528, 0.3473, 0.2836"
6989370,CVCS25D320,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,cvcs25d320,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6573758482933045,0.34262415170669547,"Automation Mechanical, Gasses, Tools","0.6574, 0.6792, 0.7260","0.3426, 0.3208, 0.2740"
7082823,"AS3002F-10A SPEED CONTROLLER, INLINE,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,as3002f 10a speed controller inline,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6275719285011292,0.3724280714988708,"Automation Mechanical, Gasses, Tools","0.6276, 0.6779, 0.7176","0.3724, 0.3221, 0.2824"
7484938,"Z-R-C2194 100406 ACTUATOR,LEFT HINGED",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,z r c2194 100406 actuator left hinged,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6208993792533875,0.37910062074661255,"Automation Mechanical, Gasses, Tools","0.6209, 0.6531, 0.6952","0.3791, 0.3469, 0.3048"
7634825,VX212FABXB,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vx212fabxb,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6399893760681152,0.36001062393188477,"Automation Mechanical, Gasses, Tools","0.6400, 0.6631, 0.7204","0.3600, 0.3369, 0.2796"
7841155,ISE70-N02-L2,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ise70 n02 l2,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6515466332435609,0.3484533667564391,"Automation Mechanical, Gasses, Tools","0.6515, 0.6550, 0.7283","0.3485, 0.3450, 0.2717"
9667348,"RHCB25-450 CYLINDER, RHC, HIGH POWER",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,rhcb25 450 cylinder rhc high power,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.6364335536956788,0.3635664463043212,"Gasses, Automation Mechanical, Tools","0.6364, 0.6474, 0.7079","0.3636, 0.3526, 0.2921"
9674609,NCDGGA50-0600 NCG CYLINDER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ncdgga50 0600 ncg cylinder,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.6196182012557985,0.3803817987442015,"Gasses, Automation Mechanical, Tools","0.6196, 0.6321, 0.7076","0.3804, 0.3679, 0.2924"
9783896,SYJ712-5DO-01F SYJ700 VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,syj712 5do 01f syj700 valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6199999451637268,0.3800000548362732,"Automation Mechanical, Gasses, Tools","0.6200, 0.6464, 0.7216","0.3800, 0.3536, 0.2784"
9796748,VFR4110-3D VALVE SGL NON PLUGIN BASE MT,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vfr4110 3d valve sgl non plugin base mt,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.6438275575637817,0.35617244243621826,"Gasses, Automation Mechanical, Tools","0.6438, 0.6490, 0.7198","0.3562, 0.3510, 0.2802"
9811153,VQC4100Y-51 VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vqc4100y 51 valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6346418380737305,0.36535816192626946,"Automation Mechanical, Gasses, Tools","0.6346, 0.6396, 0.7327","0.3654, 0.3604, 0.2673"
9811155,VQC4100Y-5B1 VALVE,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vqc4100y 5b1 valve,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6331125140190125,0.3668874859809875,"Automation Mechanical, Gasses, Tools","0.6331, 0.6455, 0.7318","0.3669, 0.3545, 0.2682"
9824692,VV5QC41-0602NFD0 VQC MANIFOLD,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vv5qc41 0602nfd0 vqc manifold,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6418646931648255,0.35813530683517447,"Automation Mechanical, Gasses, Tools","0.6419, 0.6536, 0.7317","0.3581, 0.3464, 0.2683"
9873515,"AV42P-210AS MOUNTING BRACKET KIT,",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,av42p 210as mounting bracket kit,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6408688187599183,0.3591311812400817,"Automation Mechanical, Gasses, Tools","0.6409, 0.6705, 0.7218","0.3591, 0.3295, 0.2782"
9957519,"CDM2RB40-85Z CYLINDER, AIR",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,cdm2rb40 85z cylinder air,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.6183385252952576,0.38166147470474243,"Gasses, Automation Mechanical, Tools","0.6183, 0.6507, 0.7238","0.3817, 0.3493, 0.2762"
10015563,"CDQ2D80-50DMZ COMPACT CYLINDER, CQ2-Z",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,cdq2d80 50dmz compact cylinder cq2 z,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.6414851784706117,0.3585148215293883,"Gasses, Automation Mechanical, Tools","0.6415, 0.6546, 0.7266","0.3585, 0.3454, 0.2734"
10116913,"KQ2Y08-G01N FITTING, MALE RUN TEE",FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,kq2y08 g01n fitting male run tee,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6441046357154847,0.3558953642845153,"Automation Mechanical, Gasses, Tools","0.6441, 0.6608, 0.7279","0.3559, 0.3392, 0.2721"
10187681,MKB40-50RZ-M9BL CLAMP CYLINDER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,mkb40 50rz m9bl clamp cylinder,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.6434046864509583,0.3565953135490417,"Gasses, Automation Mechanical, Tools","0.6434, 0.6445, 0.7047","0.3566, 0.3555, 0.2953"
10191430,MRQBS32-100CAX-X2 ROTARY ACTUATOR,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,mrqbs32 100cax x2 rotary actuator,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.5901938438415528,0.4098061561584472,"Automation Mechanical, Gasses, Tools","0.5902, 0.6687, 0.6794","0.4098, 0.3313, 0.3206"
10252615,NCDA1G150-1600 TIE ROD CYLINDER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ncda1g150 1600 tie rod cylinder,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.6257321357727051,0.37426786422729486,"Gasses, Automation Mechanical, Tools","0.6257, 0.6360, 0.7060","0.3743, 0.3640, 0.2940"
10987265,SP-WP50-BB-PK,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,sp wp50 bb pk,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6532354354858398,0.34676456451416016,"Automation Mechanical, Gasses, Tools","0.6532, 0.6698, 0.7145","0.3468, 0.3302, 0.2855"
11040880,JC1RDU-K REED SWITCH,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,jc1rdu k reed switch,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6440186619758607,0.35598133802413934,"Automation Mechanical, Gasses, Tools","0.6440, 0.6736, 0.7200","0.3560, 0.3264, 0.2800"
11506388,193508 VACUUM GENERATOR VN-07-H-T3-PI4-V,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,193508 vacuum generator vn 07 h t3 pi4 v,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6371282935142517,0.3628717064857483,"Automation Mechanical, Gasses, Tools","0.6371, 0.6428, 0.6937","0.3629, 0.3572, 0.3063"
13630709,MA 600M-880 SHOCK ABSORBER,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,ma 600m 880 shock absorber,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6326929926872253,0.36730700731277466,"Automation Mechanical, Gasses, Tools","0.6327, 0.6644, 0.7063","0.3673, 0.3356, 0.2937"
14787676,270.010 VACUUM CUP FITTING,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,270 010 vacuum cup fitting,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Gasses,0.638956379890442,0.36104362010955804,"Gasses, Automation Mechanical, Tools","0.6390, 0.6453, 0.7200","0.3610, 0.3547, 0.2800"
16024104,VS24-10730,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,vs24 10730,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6513862490653992,0.3486137509346008,"Automation Mechanical, Gasses, Tools","0.6514, 0.6639, 0.7185","0.3486, 0.3361, 0.2815"
18920262,FAC12SM0442100,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,fac12sm0442100,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6358739137649536,0.3641260862350464,"Automation Mechanical, Gasses, Tools","0.6359, 0.6685, 0.7031","0.3641, 0.3315, 0.2969"
18971084,102.006.013.5,FLUID POWER,PNEUMATIC PARTS,PNEUMATIC PARTS,PNEUMATIC PARTS,Motion,102 006 013 5,fluid power,pneumatic parts,pneumatic parts,pneumatic parts,Automation Mechanical,0.6587309956550599,0.3412690043449401,"Automation Mechanical, Gasses, Tools","0.6587, 0.6935, 0.7424","0.3413, 0.3065, 0.2576"
1268621,02-102517 CART KIT (OLD 588578),FLUID POWER,HYDRAULIC PARTS,HYDRAULIC PARTS,HYDRAULIC PARTS,Motion,02 102517 cart kit old 588578,fluid power,hydraulic parts,hydraulic parts,hydraulic parts,Automation Mechanical,0.6634982943534852,0.3365017056465148,"Automation Mechanical, Gasses, Tools","0.6635, 0.7270, 0.7285","0.3365, 0.2730, 0.2715"
2762342,B1.5-25-SIT,FLUID POWER,HYDRAULIC PARTS,HYDRAULIC PARTS,HYDRAULIC PARTS,Motion,b1 5 25 sit,fluid power,hydraulic parts,hydraulic parts,hydraulic parts,Automation Mechanical,0.7066261410713197,0.2933738589286803,"Automation Mechanical, Gasses, Tools","0.7066, 0.7481, 0.7702","0.2934, 0.2519, 0.2298"
2921636,922960   FILTER,FLUID POWER,HYDRAULIC PARTS,HYDRAULIC PARTS,HYDRAULIC PARTS,Motion,922960 filter,fluid power,hydraulic parts,hydraulic parts,hydraulic parts,Automation Mechanical,0.6842666506767274,0.31573334932327257,"Automation Mechanical, Gasses, Tools","0.6843, 0.7350, 0.7432","0.3157, 0.2650, 0.2568"
3194112,P5TJ020DHSN025 CYLINDER,FLUID POWER,HYD CYLINDERS,HYD CYLINDERS,HYDRAULIC CYLINDERS,Motion,p5tj020dhsn025 cylinder,fluid power,hyd cylinders,hyd cylinders,hydraulic cylinders,Gasses,0.6178602576255798,0.38213974237442017,"Gasses, Automation Welding, Tools","0.6179, 0.7942, 0.8265","0.3821, 0.2058, 0.1735"
3213378,B1.5-43-NBR SUCTION CUP (BLACK),FLUID POWER,PNEUMATIC EQPT,"PNEU MCHY CMPRSRS,BLWRS",VACUUM PUMPS,Motion,b1 5 43 nbr suction cup black,fluid power,pneumatic eqpt,pneu mchy cmprsrs blwrs,vacuum pumps,Gasses,0.8002038598060608,0.1997961401939392,"Gasses, Automation Mechanical, General","0.8002, 0.8507, 0.8641","0.1998, 0.1493, 0.1359"
3929003,RG0P1D0401 ROD GLAND KIT,FLUID POWER,HYDRAULIC PARTS,HYDRAULIC PARTS,HYDRAULIC PARTS,Motion,rg0p1d0401 rod gland kit,fluid power,hydraulic parts,hydraulic parts,hydraulic parts,Automation Mechanical,0.6565034031867982,0.34349659681320177,"Automation Mechanical, Gasses, Tools","0.6565, 0.7179, 0.7232","0.3435, 0.2821, 0.2768"
4179012,936705Q   HYDR FILTER,FLUID POWER,HYDRAULIC PARTS,HYDRAULIC PARTS,HYDRAULIC PARTS,Motion,936705q hydr filter,fluid power,hydraulic parts,hydraulic parts,hydraulic parts,Automation Mechanical,0.6881121039390565,0.31188789606094347,"Automation Mechanical, Gasses, Tools","0.6881, 0.7248, 0.7513","0.3119, 0.2752, 0.2487"
7535968,41-818831 (GEMINI) PUMP,FLUID POWER,PNEUMATIC EQPT,"PNEU MCHY CMPRSRS,BLWRS",VACUUM PUMPS,Motion,41 818831 gemini pump,fluid power,pneumatic eqpt,pneu mchy cmprsrs blwrs,vacuum pumps,Gasses,0.8353492259979249,0.16465077400207506,"Gasses, Automation Mechanical, General","0.8353, 0.8492, 0.8623","0.1647, 0.1508, 0.1377"
7633621,E24D1.0NT2T4 CYL,FLUID POWER,HYD CYLINDERS,HYD CYLINDERS,HYDRAULIC CYLINDERS,Motion,e24d1 0nt2t4 cyl,fluid power,hyd cylinders,hyd cylinders,hydraulic cylinders,Gasses,0.653924059867859,0.34607594013214105,"Gasses, Automation Welding, Automation Mechanical","0.6539, 0.8116, 0.8395","0.3461, 0.1884, 0.1605"
7641053,J250-01D ACCUMULATOR,FLUID POWER,HYD POWER UNITS & DRIVES,HYD POWER UNITS & DRIVES,RESERVOIRS,Motion,j250 01d accumulator,fluid power,hyd power units drives,hyd power units drives,reservoirs,Gasses,0.8324459195137024,0.1675540804862976,"Gasses, General, Tools","0.8324, 0.8553, 0.8645","0.1676, 0.1447, 0.1355"
8400706,F3ABU0007 UNIBAG POU-200-P01-UE-WW,FLUID POWER,HYDRAULIC PARTS,HYDRAULIC PARTS,HYDRAULIC PARTS,Motion,f3abu0007 unibag pou 200 p01 ue ww,fluid power,hydraulic parts,hydraulic parts,hydraulic parts,Automation Mechanical,0.6741034388542175,0.32589656114578247,"Automation Mechanical, Tools, Gasses","0.6741, 0.7340, 0.7384","0.3259, 0.2660, 0.2616"
