Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,predicted_label,Actual L2,Actual L3,predicted_distance,predicted_similarity,topk_labels,topk_distances,auto_label_2.predicted_label,auto_label_2.predicted_similarity,target,delta,auto_label_2.delta
06030262,62515-1 QUICK CONNECT SWITCH,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,POWER CONTROL PRODUCTS,DISCONNECT SWITCHES,Motion,62515 1 quick connect switch,electrical matl handg,elec power transmission,power control products,disconnect switches,Automation Electrical,,,0.7386793971061707,0.261320603,"Automation Electrical, Tools, Automation Welding","0.7387, 0.7596, 0.8240",Automation Electrical,0.234574151,Automation Electrical,0.0209,0.0432
02561872,81540001 ELEMENT,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,ELECT.REPAIR PARTS,ELECTRICAL REPAIR PARTS,Motion,81540001 element,electrical matl handg,elec power transmission,elect repair parts,electrical repair parts,Automation Electrical,,,0.695495355129242,0.304504645,"Automation Electrical, Tools, Automation Welding","0.6955, 0.7135, 0.7926",Automation Electrical,0.261841536,Automation Electrical,0.018,0.0163
03915588,NI50U-CK40-AP6X2-H1141 W/BS 4 SENSOR QUI,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,ELECT.REPAIR PARTS,ELECTRICAL REPAIR PARTS,Motion,ni50u ck40 ap6x2 h1141 w bs 4 sensor qui,electrical matl handg,elec power transmission,elect repair parts,electrical repair parts,Automation Electrical,,,0.6596921920776367,0.340307808,"Automation Electrical, Tools, Automation Welding","0.6597, 0.6862, 0.7683",Automation Electrical,0.28538084,Automation Electrical,0.0265,0.0273
03915037,BI15U-M30-AP6X-H1141 SENSOR QUICK DISCON,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,ELECT.REPAIR PARTS,ELECTRICAL REPAIR PARTS,Motion,bi15u m30 ap6x h1141 sensor quick discon,electrical matl handg,elec power transmission,elect repair parts,electrical repair parts,Automation Electrical,,,0.6704311370849609,0.329568863,"Automation Electrical, Tools, Automation Welding","0.6704, 0.6981, 0.7693",Automation Electrical,0.268656182,Automation Electrical,0.0277,0.0342
14725098,LR-XH250 COMPACT LASER SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,ELEC ADJ SPEED DRIVES,ROBOTIC ACCESSORIES,Motion,lr xh250 compact laser sensor,electrical matl handg,elec power transmission,elec adj speed drives,robotic accessories,Tools,,,0.7215996265411377,0.278400373,"Tools, Automation Electrical, Automation Mechanical","0.7216, 0.7573, 0.7750",Tools,0.240837395,Tools,0.0357,0.03
11052428,APS163M LOCATING PIN,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,ELEC ADJ SPEED DRIVES,ROBOTIC ACCESSORIES,Motion,aps163m locating pin,electrical matl handg,elec power transmission,elec adj speed drives,robotic accessories,Tools,,,0.7430425643920899,0.256957436,"Tools, Automation Electrical, Automation Mechanical","0.7430, 0.7711, 0.7951",Tools,0.212025797,Tools,0.0281,0.013
11052478,APS193M LOCATING PIN,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,ELEC ADJ SPEED DRIVES,ROBOTIC ACCESSORIES,Motion,aps193m locating pin,electrical matl handg,elec power transmission,elec adj speed drives,robotic accessories,Tools,,,0.7440367341041566,0.255963266,"Tools, Automation Electrical, Automation Mechanical","0.7440, 0.7697, 0.7957",Tools,0.210496819,Tools,0.0257,0.0125
04301426,ZB5AD2 SWITCH,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,ELECT.REPAIR PARTS,ELECTRICAL REPAIR PARTS,Motion,zb5ad2 switch,electrical matl handg,elec power transmission,elect repair parts,electrical repair parts,Automation Electrical,,,0.6814069390296936,0.318593061,"Automation Electrical, Tools, Automation Welding","0.6814, 0.6932, 0.7791",Automation Electrical,0.26635412,Automation Electrical,0.0118,0.024
02509393,1785L-86B PLC 5 PROCESSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,ELECT.REPAIR PARTS,ELECTRICAL REPAIR PARTS,Motion,1785l 86b plc 5 processor,electrical matl handg,elec power transmission,elect repair parts,electrical repair parts,Automation Electrical,,,0.6469156622886658,0.353084338,"Automation Electrical, Tools, Automation Welding","0.6469, 0.6614, 0.7716",Automation Electrical,0.311841249,Automation Electrical,0.0145,0.0465
13764401,D16LMR1-1AB PUSH BUTTON SWITCH,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,UNCODED ELECTRICAL,UNCODED ELECTRICAL,Motion,d16lmr1 1ab push button switch,electrical matl handg,elec power transmission,uncoded electrical,uncoded electrical,Automation Electrical,,,0.7243149757385254,0.275685024,"Automation Electrical, Tools, Automation Welding","0.7243, 0.7529, 0.8011",Automation Electrical,0.235044491,Automation Electrical,0.0286,0.0634
08476948,AR22PCR-551CB SWITCH,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,ELECTRICAL ACCESSORIES,Motion,ar22pcr 551cb switch,electrical matl handg,elec power transmission,motor controls,electrical accessories,Automation Electrical,,,0.6853829979896546,0.314617002,"Automation Electrical, Tools, Automation Mechanical","0.6854, 0.6981, 0.7804",Automation Electrical,0.297677839,Automation Electrical,0.0127,0.0427
13373353,PR-10E-3-100-3/16-2 RTD PROBE WITH INSUL,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,ELECTRICAL ACCESSORIES,Motion,pr 10e 3 100 3 16 2 rtd probe with insul,electrical matl handg,elec power transmission,motor controls,electrical accessories,Automation Electrical,,,0.6826778769493104,0.317322123,"Automation Electrical, Tools, Automation Mechanical","0.6827, 0.6945, 0.7665",Automation Electrical,0.279601538,Automation Electrical,0.0118,0.0125
06098902,"1A5006-34 SENSOR CONNECTOR, PLUG, 5POS,",ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,ELECTRICAL ACCESSORIES,Motion,1a5006 34 sensor connector plug 5pos,electrical matl handg,elec power transmission,motor controls,electrical accessories,Automation Electrical,,,0.6727379918098451,0.327262008,"Automation Electrical, Tools, Automation Mechanical","0.6727, 0.6865, 0.7570",Automation Electrical,0.309102011,Automation Electrical,0.0138,0.0429
03939982,"C3LG6 WIRING DUCT COVER 3""X6'",ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,ELECTRICAL ACCESSORIES,Motion,c3lg6 wiring duct cover 3 x6,electrical matl handg,elec power transmission,motor controls,electrical accessories,Automation Electrical,,,0.7031477808952332,0.296852219,"Automation Electrical, Tools, Automation Mechanical","0.7031, 0.7140, 0.7655",Automation Electrical,0.284201729,Automation Electrical,0.0109,0.0409
14457789,BCC0H7A 3 WIRE ONE CONN,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,ELECTRICAL ACCESSORIES,Motion,bcc0h7a 3 wire one conn,electrical matl handg,elec power transmission,motor controls,electrical accessories,Automation Electrical,,,0.6847958087921143,0.315204191,"Automation Electrical, Tools, Automation Mechanical","0.6848, 0.6980, 0.7714",Automation Electrical,0.301773775,Automation Electrical,0.0132,0.0513
05840173,AR22JR-3C11A SELECTOR SWITCH,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,ELECTRICAL ACCESSORIES,Motion,ar22jr 3c11a selector switch,electrical matl handg,elec power transmission,motor controls,electrical accessories,Automation Electrical,,,0.6851207971572877,0.314879203,"Automation Electrical, Tools, Automation Mechanical","0.6851, 0.6981, 0.7847",Automation Electrical,0.295559192,Automation Electrical,0.013,0.0384
03238847,08-30-038-0  CABLE CARRIER,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,ELECTRICAL ACCESSORIES,Motion,08 30 038 0 cable carrier,electrical matl handg,elec power transmission,motor controls,electrical accessories,Automation Electrical,,,0.6976061820983886,0.302393818,"Automation Electrical, Tools, Automation Mechanical","0.6976, 0.7181, 0.7779",Automation Electrical,0.276360857,Automation Electrical,0.0205,0.0447
05851576,SI-ETHERNET,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,ELECTRICAL ACCESSORIES,Motion,si ethernet,electrical matl handg,elec power transmission,motor controls,electrical accessories,Automation Electrical,,,0.6661259174346925,0.333874083,"Automation Electrical, Tools, Automation Mechanical","0.6661, 0.6938, 0.7659",Automation Electrical,0.313917887,Automation Electrical,0.0277,0.038
02903371,KB3T-2 CABLE,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,ELECTRICAL ACCESSORIES,Motion,kb3t 2 cable,electrical matl handg,elec power transmission,motor controls,electrical accessories,Automation Electrical,,,0.6926431298255922,0.30735687,"Automation Electrical, Tools, Automation Mechanical","0.6926, 0.7058, 0.7626",Automation Electrical,0.285931313,Automation Electrical,0.0132,0.0288
05342694,BCC0AL4 CABLE,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,ELECTRICAL ACCESSORIES,Motion,bcc0al4 cable,electrical matl handg,elec power transmission,motor controls,electrical accessories,Automation Electrical,,,0.6871714234352113,0.312828577,"Automation Electrical, Tools, Automation Mechanical","0.6872, 0.7053, 0.7721",Automation Electrical,0.292136419,Automation Electrical,0.0181,0.0392
06130811,BES00HC PROXIMITY SWITCH,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,ELECTRICAL ACCESSORIES,Motion,bes00hc proximity switch,electrical matl handg,elec power transmission,motor controls,electrical accessories,Automation Electrical,,,0.684221088886261,0.315778911,"Automation Electrical, Tools, Automation Mechanical","0.6842, 0.6966, 0.7642",Automation Electrical,0.303333998,Automation Electrical,0.0124,0.0471
14790855,"BCS00U6 CAPACITIVE SENSORS, DC 3-WIRE",ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,ELECTRICAL ACCESSORIES,Motion,bcs00u6 capacitive sensors dc 3 wire,electrical matl handg,elec power transmission,motor controls,electrical accessories,Automation Electrical,,,0.6708875060081483,0.329112494,"Automation Electrical, Tools, Automation Mechanical","0.6709, 0.6985, 0.7676",Automation Electrical,0.313302922,Automation Electrical,0.0276,0.0514
04637889,DPS280PNQ8 PRESSURE SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,dps280pnq8 pressure sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7182759881019593,0.281724012,"Automation Electrical, Tools, Automation Mechanical","0.7183, 0.7684, 0.8117",Automation Electrical,0.243172038,Automation Electrical,0.0501,0.0436
09140290,1062219 TIM320-1131000 SHORT RANGE,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,1062219 tim320 1131000 short range,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7399813055992127,0.260018694,"Automation Electrical, Tools, Automation Mechanical","0.7400, 0.7533, 0.8329",Automation Electrical,0.228414261,Automation Electrical,0.0133,0.032
09192136,AP05-0001 SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,ap05 0001 sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.715882933139801,0.284117067,"Automation Electrical, Tools, Automation Mechanical","0.7159, 0.7581, 0.8342",Automation Electrical,0.238726985,Automation Electrical,0.0422,0.0474
12000788,1197413 SACB- 6/3-L-M16-M8 HD SENSOR BOX,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,1197413 sacb 6 3 l m16 m8 hd sensor box,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7194304704666138,0.28056953,"Automation Electrical, Tools, Automation Mechanical","0.7194, 0.7550, 0.8355",Automation Electrical,0.24558841,Automation Electrical,0.0356,0.0503
12030976,24983 K50APTGRCQ K50 SERIES EZ-LIGHT:,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,24983 k50aptgrcq k50 series ez light,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7247785925865174,0.275221407,"Automation Electrical, Tools, Automation Mechanical","0.7248, 0.7413, 0.8423",Automation Electrical,0.241646838,Automation Electrical,0.0165,0.0523
15347786,TW-R30-K2 MOBILE DATA CARRIER,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,tw r30 k2 mobile data carrier,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7457089066505432,0.254291093,"Automation Electrical, Tools, Automation Mechanical","0.7457, 0.7774, 0.8355",Automation Electrical,0.206599021,Automation Electrical,0.0317,0.037
07548018,SB-1440 SENSOR VIBRATION W/ CABLE,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,sb 1440 sensor vibration w cable,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7297578096389771,0.27024219,"Automation Electrical, Tools, Automation Mechanical","0.7298, 0.7634, 0.8274",Automation Electrical,0.236279166,Automation Electrical,0.0336,0.0445
04298424,DW-AS-703-M18-002 SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,dw as 703 m18 002 sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7196550130844116,0.280344987,"Automation Electrical, Tools, Automation Mechanical","0.7197, 0.7436, 0.8220",Automation Electrical,0.241791928,Automation Electrical,0.0239,0.0351
06153897,"SPA-4H PROBE, SPRING 187"" TEST .250"" FUL",ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,spa 4h probe spring 187 test 250 ful,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7252822995185852,0.2747177,"Automation Electrical, Tools, Automation Mechanical","0.7253, 0.7529, 0.8229",Automation Electrical,0.230471551,Automation Electrical,0.0276,0.028
19154955,48.31.7.024.0050SPA,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,48 31 7 024 0050spa,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.74338937997818,0.25661062,"Automation Electrical, Tools, Automation Mechanical","0.7434, 0.7622, 0.8369",Automation Electrical,0.236417866,Automation Electrical,0.0188,0.0533
04048934,O1D100 SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,o1d100 sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.726244854927063,0.273755145,"Automation Electrical, Tools, Automation Mechanical","0.7262, 0.7654, 0.8353",Automation Electrical,0.229288125,Automation Electrical,0.0392,0.0374
12047962,83214 TL50GYRAQ TL50 TOWER LIGHT:,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,83214 tl50gyraq tl50 tower light,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7230582475662232,0.276941752,"Automation Electrical, Tools, Automation Mechanical","0.7231, 0.7583, 0.8412",Automation Electrical,0.231320536,Automation Electrical,0.0352,0.0462
18738015,CDV582M-10049,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,cdv582m 10049,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7266305565834046,0.273369443,"Automation Electrical, Tools, Automation Mechanical","0.7266, 0.7424, 0.8245",Automation Electrical,0.240044296,Automation Electrical,0.0158,0.0451
06173916,XS1-N18-PA349D INDUCTIVE SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,xs1 n18 pa349d inductive sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7186551332473755,0.281344867,"Automation Electrical, Tools, Automation Mechanical","0.7187, 0.7607, 0.8197",Automation Electrical,0.236710036,Automation Electrical,0.042,0.044
07619569,S32B-3011BA  SCANNER  1056430,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,s32b 3011ba scanner 1056430,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7332214832305909,0.266778517,"Automation Electrical, Tools, Automation Mechanical","0.7332, 0.7637, 0.8319",Automation Electrical,0.236389971,Automation Electrical,0.0305,0.0464
05761465,PSE4-SL-01 PHOTO EYE SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,pse4 sl 01 photo eye sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.72333060503006,0.276669395,"Automation Electrical, Tools, Automation Mechanical","0.7233, 0.7583, 0.8524",Automation Electrical,0.239416385,Automation Electrical,0.035,0.052
03253442,E2EX2B1D12M1,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,e2ex2b1d12m1,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7348847627639771,0.265115237,"Automation Electrical, Tools, Automation Mechanical","0.7349, 0.7558, 0.8343",Automation Electrical,0.231576097,Automation Electrical,0.0209,0.044
05643681,1543029 (SACC-FS-4CON-PG7-MSCO),ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,1543029 sacc fs 4con pg7 msco,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7286142230033875,0.271385777,"Automation Electrical, Tools, Automation Mechanical","0.7286, 0.7404, 0.8268",Automation Electrical,0.236311102,Automation Electrical,0.0118,0.0435
06876596,7000-12681-0000000,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,7000 12681 0000000,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7488126754760743,0.251187325,"Automation Electrical, Tools, Automation Mechanical","0.7488, 0.7771, 0.8372",Automation Electrical,0.230851066,Automation Electrical,0.0283,0.0448
07694544,TRS-0075 #023273 SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,trs 0075 023273 sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7076578974723817,0.292342103,"Automation Electrical, Tools, Automation Mechanical","0.7077, 0.7612, 0.8216",Automation Electrical,0.25302006,Automation Electrical,0.0535,0.0484
03498734,DW-AS-703-M12   SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,dw as 703 m12 sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7298010110855102,0.270198989,"Automation Electrical, Tools, Automation Mechanical","0.7298, 0.7485, 0.8255",Automation Electrical,0.235129547,Automation Electrical,0.0187,0.0316
03022926,RSM RKM 46-1M MULTIPROX CABLE,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,rsm rkm 46 1m multiprox cable,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7271738290786744,0.272826171,"Automation Electrical, Tools, Automation Mechanical","0.7272, 0.7682, 0.8261",Automation Electrical,0.233051872,Automation Electrical,0.041,0.0463
06580226,94118 Q4XTBLAF300-Q8 DISTANCE SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,94118 q4xtblaf300 q8 distance sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7373614430427552,0.262638557,"Automation Electrical, Tools, Automation Mechanical","0.7374, 0.7700, 0.8342",Automation Electrical,0.229099905,Automation Electrical,0.0326,0.0358
03916680,SMB30A 30MM BRACKET ASSY,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,smb30a 30mm bracket assy,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7434505105018616,0.256549489,"Automation Electrical, Tools, Automation Mechanical","0.7435, 0.7602, 0.8270",Automation Electrical,0.22244072,Automation Electrical,0.0167,0.0224
03919841,QDE-550D,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,qde 550d,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7367851257324219,0.263214874,"Automation Electrical, Tools, Automation Mechanical","0.7368, 0.7667, 0.8371",Automation Electrical,0.223416281,Automation Electrical,0.0299,0.0282
03919585,QDE-850D,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,qde 850d,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7385480165481568,0.261451983,"Automation Electrical, Tools, Automation Mechanical","0.7385, 0.7651, 0.8434",Automation Electrical,0.220436108,Automation Electrical,0.0266,0.0218
03655811,VBRS4.4-2RK 4T-0.3/0.3 CONNECTING CABLE,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,vbrs4 4 2rk 4t 0 3 0 3 connecting cable,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7465993404388429,0.25340066,"Automation Electrical, Tools, Automation Mechanical","0.7466, 0.7801, 0.8418",Automation Electrical,0.22842418,Automation Electrical,0.0335,0.0502
07343757,BMF00CA SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,bmf00ca sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7250884652137757,0.274911535,"Automation Electrical, Tools, Automation Mechanical","0.7251, 0.7639, 0.8391",Automation Electrical,0.240095973,Automation Electrical,0.0388,0.044
05524369,IFS206 SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,ifs206 sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.6939007043838501,0.306099296,"Automation Electrical, Tools, Automation Mechanical","0.6939, 0.7629, 0.8243",Automation Electrical,0.260763371,Automation Electrical,0.069,0.0596
04247941,MK5311 CYLINDER SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,mk5311 cylinder sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7266359567642213,0.273364043,"Automation Electrical, Tools, Automation Mechanical","0.7266, 0.7623, 0.8119",Automation Electrical,0.238343918,Automation Electrical,0.0357,0.0329
04156581,"IE5318 PROX. SWITCH, 8MM",ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,ie5318 prox switch 8mm,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7412268161773683,0.258773184,"Automation Electrical, Tools, Automation Mechanical","0.7412, 0.7721, 0.8375",Automation Electrical,0.227113163,Automation Electrical,0.0309,0.0387
06024098,LR-ZB250CP SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,lr zb250cp sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7200053334236145,0.279994667,"Automation Electrical, Tools, Automation Mechanical","0.7200, 0.7530, 0.8279",Automation Electrical,0.243945289,Automation Electrical,0.033,0.0494
04301082,IFS204 PROX SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,ifs204 prox sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.701647663116455,0.298352337,"Automation Electrical, Tools, Automation Mechanical","0.7016, 0.7743, 0.8255",Automation Electrical,0.253129339,Automation Electrical,0.0727,0.0563
08040548,FS-N41C SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,fs n41c sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7189839959144593,0.281016004,"Automation Electrical, Tools, Automation Mechanical","0.7190, 0.7715, 0.8313",Automation Electrical,0.25063026,Automation Electrical,0.0525,0.0544
03361194,FU-77TZ FIBER OPTIC CABLE-90 DEGREE,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,fu 77tz fiber optic cable 90 degree,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.737368667125702,0.262631333,"Automation Electrical, Tools, Automation Mechanical","0.7374, 0.7874, 0.8411",Automation Electrical,0.228064394,Automation Electrical,0.05,0.0481
08768503,O6P202 SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,o6p202 sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7149985909461976,0.285001409,"Automation Electrical, Tools, Automation Mechanical","0.7150, 0.7547, 0.8295",Automation Electrical,0.24276104,Automation Electrical,0.0397,0.042
03747876,527464 SDE5-D10-0-Q6-P-M8 SENSOR,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,527464 sde5 d10 0 q6 p m8 sensor,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7244945049285889,0.275505495,"Automation Electrical, Tools, Automation Mechanical","0.7245, 0.7661, 0.8410",Automation Electrical,0.234917331,Automation Electrical,0.0416,0.0475
06023069,7000-12521-0000000,ELECTRICAL & MATL HANDG,ELEC POWER TRANSMISSION,MOTOR CONTROLS,PHOTOELECTRICS & SENSORS,Motion,7000 12521 0000000,electrical matl handg,elec power transmission,motor controls,photoelectrics sensors,Automation Electrical,,,0.7484636902809143,0.25153631,"Automation Electrical, Tools, Automation Mechanical","0.7485, 0.7733, 0.8374",Automation Electrical,0.224569118,Automation Electrical,0.0248,0.0434
